,model,AMFR_HUMAN_Tsuboyama_2023_4G3O,BBC1_YEAST_Tsuboyama_2023_1TG0,BCHB_CHLTE_Tsuboyama_2023_2KRU,CATR_CHLRE_Tsuboyama_2023_2AMI,CBPA2_HUMAN_Tsuboyama_2023_1O6X,CBX4_HUMAN_Tsuboyama_2023_2K28,CSN4_MOUSE_Tsuboyama_2023_1UFM,CUE1_YEAST_Tsuboyama_2023_2MYX,DNJA1_HUMAN_Tsuboyama_2023_2LO1,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,EPHB2_HUMAN_Tsuboyama_2023_1F0M,FECA_ECOLI_Tsuboyama_2023_2D1U,HECD1_HUMAN_Tsuboyama_2023_3DKM,ISDH_STAAW_Tsuboyama_2023_2LHR,MAFG_MOUSE_Tsuboyama_2023_1K1V,MBD11_ARATH_Tsuboyama_2023_6ACV,MYO3_YEAST_Tsuboyama_2023_2BTT,NKX31_HUMAN_Tsuboyama_2023_2L9R,NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSG_MYCTU_Tsuboyama_2023_2MI6,OBSCN_HUMAN_Tsuboyama_2023_1V1C,ODP2_GEOSE_Tsuboyama_2023_1W4G,PIN1_HUMAN_Tsuboyama_2023_1I6C,PITX2_HUMAN_Tsuboyama_2023_2L7M,POLG_PESV_Tsuboyama_2023_2MXD,PR40A_HUMAN_Tsuboyama_2023_1UZC,PSAE_SYNP2_Tsuboyama_2023_1PSE,RAD_ANTMA_Tsuboyama_2023_2CJJ,RBP1_HUMAN_Tsuboyama_2023_2KWH,RCD1_ARATH_Tsuboyama_2023_5OAO,RCRO_LAMBD_Tsuboyama_2023_1ORC,RD23A_HUMAN_Tsuboyama_2023_1IFY,RFAH_ECOLI_Tsuboyama_2023_2LCL,RL20_AQUAE_Tsuboyama_2023_1GYZ,RPC1_BP434_Tsuboyama_2023_1R69,SAV1_MOUSE_Tsuboyama_2023_2YSB,SDA_BACSU_Tsuboyama_2023_1PV0,SPA_STAAU_Tsuboyama_2023_1LP1,SPG2_STRSG_Tsuboyama_2023_5UBS,SPTN1_CHICK_Tsuboyama_2023_1TUD,SR43C_ARATH_Tsuboyama_2023_2N88,SRBS1_HUMAN_Tsuboyama_2023_2O2W,TCRG1_MOUSE_Tsuboyama_2023_1E0L,THO1_YEAST_Tsuboyama_2023_2WQG,TNKS2_HUMAN_Tsuboyama_2023_5JRT,UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBR5_HUMAN_Tsuboyama_2023_1I2T,VILI_CHICK_Tsuboyama_2023_1YU5,YAIA_ECOLI_Tsuboyama_2023_2KVT,YNZC_BACSU_Tsuboyama_2023_2JVD,AMFR_HUMAN_Tsuboyama_2023_4G3O_epistatic,AMFR_HUMAN_Tsuboyama_2023_4G3O_all,BBC1_YEAST_Tsuboyama_2023_1TG0_epistatic,BBC1_YEAST_Tsuboyama_2023_1TG0_all,BCHB_CHLTE_Tsuboyama_2023_2KRU_epistatic,BCHB_CHLTE_Tsuboyama_2023_2KRU_all,CATR_CHLRE_Tsuboyama_2023_2AMI_epistatic,CATR_CHLRE_Tsuboyama_2023_2AMI_all,CBPA2_HUMAN_Tsuboyama_2023_1O6X_epistatic,CBPA2_HUMAN_Tsuboyama_2023_1O6X_all,CBX4_HUMAN_Tsuboyama_2023_2K28_epistatic,CBX4_HUMAN_Tsuboyama_2023_2K28_all,CSN4_MOUSE_Tsuboyama_2023_1UFM_epistatic,CSN4_MOUSE_Tsuboyama_2023_1UFM_all,CUE1_YEAST_Tsuboyama_2023_2MYX_epistatic,CUE1_YEAST_Tsuboyama_2023_2MYX_all,DNJA1_HUMAN_Tsuboyama_2023_2LO1_epistatic,DNJA1_HUMAN_Tsuboyama_2023_2LO1_all,DOCK1_MOUSE_Tsuboyama_2023_2M0Y_epistatic,DOCK1_MOUSE_Tsuboyama_2023_2M0Y_all,EPHB2_HUMAN_Tsuboyama_2023_1F0M_epistatic,EPHB2_HUMAN_Tsuboyama_2023_1F0M_all,FECA_ECOLI_Tsuboyama_2023_2D1U_epistatic,FECA_ECOLI_Tsuboyama_2023_2D1U_all,HECD1_HUMAN_Tsuboyama_2023_3DKM_epistatic,HECD1_HUMAN_Tsuboyama_2023_3DKM_all,ISDH_STAAW_Tsuboyama_2023_2LHR_epistatic,ISDH_STAAW_Tsuboyama_2023_2LHR_all,MAFG_MOUSE_Tsuboyama_2023_1K1V_epistatic,MAFG_MOUSE_Tsuboyama_2023_1K1V_all,MBD11_ARATH_Tsuboyama_2023_6ACV_epistatic,MBD11_ARATH_Tsuboyama_2023_6ACV_all,MYO3_YEAST_Tsuboyama_2023_2BTT_epistatic,MYO3_YEAST_Tsuboyama_2023_2BTT_all,NKX31_HUMAN_Tsuboyama_2023_2L9R_epistatic,NKX31_HUMAN_Tsuboyama_2023_2L9R_all,NUSA_ECOLI_Tsuboyama_2023_1WCL_epistatic,NUSA_ECOLI_Tsuboyama_2023_1WCL_all,NUSG_MYCTU_Tsuboyama_2023_2MI6_epistatic,NUSG_MYCTU_Tsuboyama_2023_2MI6_all,OBSCN_HUMAN_Tsuboyama_2023_1V1C_epistatic,OBSCN_HUMAN_Tsuboyama_2023_1V1C_all,ODP2_GEOSE_Tsuboyama_2023_1W4G_epistatic,ODP2_GEOSE_Tsuboyama_2023_1W4G_all,PIN1_HUMAN_Tsuboyama_2023_1I6C_epistatic,PIN1_HUMAN_Tsuboyama_2023_1I6C_all,PITX2_HUMAN_Tsuboyama_2023_2L7M_epistatic,PITX2_HUMAN_Tsuboyama_2023_2L7M_all,POLG_PESV_Tsuboyama_2023_2MXD_epistatic,POLG_PESV_Tsuboyama_2023_2MXD_all,PR40A_HUMAN_Tsuboyama_2023_1UZC_epistatic,PR40A_HUMAN_Tsuboyama_2023_1UZC_all,RAD_ANTMA_Tsuboyama_2023_2CJJ_epistatic,RAD_ANTMA_Tsuboyama_2023_2CJJ_all,RBP1_HUMAN_Tsuboyama_2023_2KWH_epistatic,RBP1_HUMAN_Tsuboyama_2023_2KWH_all,RCD1_ARATH_Tsuboyama_2023_5OAO_epistatic,RCD1_ARATH_Tsuboyama_2023_5OAO_all,RCRO_LAMBD_Tsuboyama_2023_1ORC_epistatic,RCRO_LAMBD_Tsuboyama_2023_1ORC_all,RD23A_HUMAN_Tsuboyama_2023_1IFY_epistatic,RD23A_HUMAN_Tsuboyama_2023_1IFY_all,RFAH_ECOLI_Tsuboyama_2023_2LCL_epistatic,RFAH_ECOLI_Tsuboyama_2023_2LCL_all,RL20_AQUAE_Tsuboyama_2023_1GYZ_epistatic,RL20_AQUAE_Tsuboyama_2023_1GYZ_all,RPC1_BP434_Tsuboyama_2023_1R69_epistatic,RPC1_BP434_Tsuboyama_2023_1R69_all,SAV1_MOUSE_Tsuboyama_2023_2YSB_epistatic,SAV1_MOUSE_Tsuboyama_2023_2YSB_all,SDA_BACSU_Tsuboyama_2023_1PV0_epistatic,SDA_BACSU_Tsuboyama_2023_1PV0_all,SPA_STAAU_Tsuboyama_2023_1LP1_epistatic,SPA_STAAU_Tsuboyama_2023_1LP1_all,SPG2_STRSG_Tsuboyama_2023_5UBS_epistatic,SPG2_STRSG_Tsuboyama_2023_5UBS_all,SPTN1_CHICK_Tsuboyama_2023_1TUD_epistatic,SPTN1_CHICK_Tsuboyama_2023_1TUD_all,SR43C_ARATH_Tsuboyama_2023_2N88_epistatic,SR43C_ARATH_Tsuboyama_2023_2N88_all,SRBS1_HUMAN_Tsuboyama_2023_2O2W_epistatic,SRBS1_HUMAN_Tsuboyama_2023_2O2W_all,TCRG1_MOUSE_Tsuboyama_2023_1E0L_epistatic,TCRG1_MOUSE_Tsuboyama_2023_1E0L_all,THO1_YEAST_Tsuboyama_2023_2WQG_epistatic,THO1_YEAST_Tsuboyama_2023_2WQG_all,TNKS2_HUMAN_Tsuboyama_2023_5JRT_epistatic,TNKS2_HUMAN_Tsuboyama_2023_5JRT_all,UBE4B_HUMAN_Tsuboyama_2023_3L1X_epistatic,UBE4B_HUMAN_Tsuboyama_2023_3L1X_all,UBR5_HUMAN_Tsuboyama_2023_1I2T_epistatic,UBR5_HUMAN_Tsuboyama_2023_1I2T_all,VILI_CHICK_Tsuboyama_2023_1YU5_epistatic,VILI_CHICK_Tsuboyama_2023_1YU5_all,YAIA_ECOLI_Tsuboyama_2023_2KVT_epistatic,YAIA_ECOLI_Tsuboyama_2023_2KVT_all,YNZC_BACSU_Tsuboyama_2023_2JVD_epistatic,YNZC_BACSU_Tsuboyama_2023_2JVD_all
48,ProSST_ProSST-1024_ProSST-1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.36,0.01,0.13,0.25,0.27,0.66,0.66,0.71,0.70,0.25,0.30,0.38,0.38,0.35,0.33,0.57,0.59,0.36,0.38,0.46,0.46,0.46,0.45,0.02,0.02,0.46,0.52,0.48,0.50,0.51,0.50,0.61,0.55,0.09,0.08,0.64,0.64,0.65,0.65,0.55,0.61,0.18,0.25,0.54,0.58,0.48,0.45,0.73,0.75,0.66,0.65,0.38,0.15,0.59,0.58,-0.33,-0.22,0.50,0.50,0.70,0.70,0.10,-0.04,0.67,0.67,0.43,0.43,0.24,0.39,0.43,0.44,-0.08,-0.04,0.45,0.54,0.54,0.61,0.39,0.43,0.48,0.54,0.66,0.66,0.39,0.28,0.33,0.33,0.28,0.29,0.44,0.40,0.70,0.75,0.50,0.55,0.50,0.53
49,ProSST_ProSST-128_ProSST-128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.14,0.40,0.30,0.26,0.28,0.62,0.64,0.62,0.61,0.18,0.22,0.43,0.43,0.59,0.59,0.56,0.58,0.13,0.11,0.51,0.52,0.31,0.26,0.08,0.08,0.59,0.63,0.57,0.59,0.47,0.49,0.50,0.46,0.28,0.26,0.55,0.55,0.42,0.41,0.67,0.71,0.21,0.31,0.39,0.52,0.35,0.32,0.64,0.65,0.64,0.61,0.32,0.17,0.53,0.52,-0.31,-0.20,0.45,0.45,0.40,0.40,0.41,0.40,0.73,0.73,0.30,0.38,0.22,0.39,0.13,0.14,0.10,0.12,0.53,0.61,0.31,0.30,0.37,0.39,0.31,0.40,0.70,0.68,0.46,0.33,0.32,0.32,0.20,0.19,0.68,0.66,0.64,0.70,0.45,0.49,0.42,0.43
50,ProSST_ProSST-20_ProSST-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.35,0.22,0.14,0.10,0.12,0.63,0.63,0.49,0.50,-0.19,-0.16,0.55,0.55,0.13,0.04,0.61,0.62,0.11,0.14,0.38,0.39,-0.16,-0.16,0.42,0.42,0.46,0.53,0.15,0.18,0.11,0.15,0.34,0.31,0.24,0.24,0.60,0.60,0.48,0.48,0.63,0.68,0.27,0.27,0.43,0.48,0.47,0.44,0.72,0.73,0.59,0.58,0.42,0.14,0.59,0.58,-0.30,-0.19,0.70,0.70,0.12,0.12,0.05,-0.04,0.59,0.59,0.45,0.43,0.40,0.32,0.49,0.50,-0.11,-0.10,0.48,0.56,0.37,0.43,0.31,0.32,0.43,0.48,0.72,0.70,0.50,0.39,0.40,0.40,0.24,0.23,0.66,0.66,0.56,0.62,0.41,0.45,0.44,0.45
51,ProSST_ProSST-2048_ProSST-2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.20,0.11,0.20,0.58,0.59,0.70,0.70,0.58,0.58,0.08,0.10,0.56,0.56,0.54,0.56,0.60,0.63,0.36,0.40,0.43,0.42,0.44,0.44,-0.14,-0.11,0.39,0.46,0.45,0.48,0.51,0.50,0.70,0.68,0.24,0.23,0.67,0.67,0.44,0.43,0.61,0.65,0.07,0.15,0.39,0.45,0.05,0.07,0.71,0.73,0.59,0.57,0.13,0.03,0.41,0.41,-0.39,-0.28,0.72,0.72,0.37,0.37,0.23,0.21,0.73,0.73,0.01,0.17,0.17,0.27,0.38,0.39,0.13,0.14,0.19,0.32,0.60,0.64,-0.05,-0.00,0.56,0.61,0.63,0.61,-0.11,-0.15,0.06,0.06,0.29,0.30,0.56,0.56,0.56,0.63,0.57,0.59,0.42,0.39
52,ProSST_ProSST-4096_ProSST-4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.44,-0.03,0.07,0.51,0.52,0.67,0.69,0.60,0.60,0.12,0.15,0.32,0.32,0.48,0.51,0.59,0.61,0.36,0.40,0.40,0.42,0.42,0.38,0.03,0.07,0.36,0.42,0.45,0.48,0.57,0.54,0.58,0.57,0.34,0.32,0.60,0.60,0.58,0.58,0.52,0.58,0.06,0.15,0.40,0.51,0.06,0.07,0.71,0.73,0.61,0.59,0.56,0.28,0.42,0.41,-0.23,-0.17,0.54,0.54,0.39,0.39,0.32,0.23,0.62,0.62,0.50,0.56,0.26,0.38,0.44,0.45,0.24,0.26,0.60,0.66,0.58,0.64,-0.08,-0.04,0.28,0.38,0.63,0.63,0.47,0.35,0.33,0.33,0.23,0.24,0.43,0.43,0.67,0.72,0.52,0.54,0.50,0.47
53,ProSST_ProSST-512_ProSST-512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,0.35,0.30,0.13,0.26,0.28,0.64,0.65,0.59,0.58,0.24,0.29,0.45,0.45,0.17,0.13,0.60,0.61,0.33,0.37,0.44,0.45,0.47,0.43,-0.08,-0.05,0.40,0.45,0.56,0.57,0.61,0.57,0.57,0.55,0.26,0.26,0.60,0.60,0.51,0.51,0.57,0.63,0.26,0.35,0.34,0.46,0.37,0.32,0.76,0.77,0.65,0.63,0.25,0.13,0.49,0.48,-0.23,-0.11,0.18,0.18,0.38,0.38,0.26,0.19,0.70,0.70,0.44,0.47,0.18,0.33,0.40,0.41,0.05,0.08,0.62,0.67,0.39,0.43,0.50,0.50,0.23,0.33,0.38,0.39,0.36,0.29,0.23,0.23,0.20,0.18,0.62,0.62,0.64,0.70,0.52,0.58,0.49,0.47
54,ProteinMPNN_pmpnn_ll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00,0.04,0.39,0.34,0.34,0.35,0.21,0.22,0.22,0.23,0.22,0.26,0.45,0.45,0.26,0.26,0.33,0.34,0.13,0.11,0.19,0.18,0.37,0.36,0.19,0.19,0.29,0.31,-0.01,-0.01,0.33,0.31,0.22,0.25,0.28,0.26,0.48,0.48,0.41,0.40,0.59,0.62,0.05,0.14,0.22,0.26,0.38,0.38,0.39,0.42,0.52,0.51,0.58,0.51,0.19,0.19,-0.19,-0.16,0.49,0.49,0.23,0.23,0.16,0.09,0.32,0.32,0.26,0.24,0.40,0.50,0.13,0.14,0.16,0.17,0.01,0.06,0.38,0.44,0.53,0.51,0.33,0.36,0.67,0.63,0.12,0.03,0.01,0.01,0.18,0.19,0.32,0.32,0.56,0.59,0.34,0.40,0.31,0.36
55,ProtGPT2_ProtGPT2_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30,-0.35,-0.13,-0.14,0.05,0.06,0.31,0.32,0.09,0.09,0.27,0.30,0.01,0.01,0.26,0.26,0.50,0.50,-0.10,-0.15,0.36,0.34,0.04,-0.01,-0.02,-0.00,0.07,0.12,-0.19,-0.19,0.51,0.47,0.02,0.01,0.26,0.26,0.42,0.42,0.23,0.23,0.43,0.48,0.17,0.26,0.11,0.23,-0.00,0.01,0.15,0.15,0.35,0.30,0.47,0.35,-0.03,-0.04,-0.11,-0.15,-0.34,-0.34,0.19,0.19,0.05,0.02,0.46,0.46,0.31,0.38,0.20,0.25,0.07,0.06,-0.16,-0.16,-0.30,-0.25,0.36,0.45,0.43,0.40,0.07,0.15,0.62,0.63,0.14,0.06,-0.31,-0.31,0.30,0.27,0.02,0.04,-0.03,-0.07,-0.09,-0.07,0.24,0.20
56,ProtSSN_ProtSSN_k10_h512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,0.19,-0.10,-0.10,0.24,0.25,0.43,0.45,0.33,0.36,0.40,0.42,0.42,0.42,0.45,0.53,0.05,0.06,0.29,0.33,0.19,0.16,0.42,0.37,-0.00,0.02,0.30,0.37,-0.09,-0.11,0.62,0.60,0.52,0.50,0.21,0.19,0.53,0.53,0.32,0.32,0.64,0.66,0.01,0.10,0.29,0.44,0.30,0.27,0.53,0.54,0.31,0.33,0.41,0.20,0.20,0.20,-0.30,-0.15,0.12,0.12,0.52,0.52,0.06,0.09,0.70,0.70,0.32,0.32,-0.02,0.03,0.21,0.22,-0.01,0.03,-0.34,-0.26,0.53,0.59,0.37,0.35,0.38,0.47,0.64,0.62,-0.18,-0.16,0.13,0.13,0.13,0.17,0.45,0.43,0.02,0.09,-0.06,-0.09,0.43,0.40
57,ProtSSN_ProtSSN_k20_h512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,-0.01,-0.03,0.01,0.33,0.34,0.59,0.60,0.30,0.33,0.33,0.35,0.46,0.46,0.46,0.53,0.21,0.24,0.26,0.31,0.31,0.29,0.45,0.39,0.03,0.06,0.29,0.35,-0.10,-0.11,0.22,0.25,0.52,0.52,0.25,0.23,0.54,0.54,0.26,0.26,0.63,0.66,0.01,0.09,0.34,0.45,0.35,0.31,0.67,0.67,0.36,0.40,0.49,0.32,0.30,0.29,-0.29,-0.19,0.02,0.02,0.44,0.44,0.15,0.10,0.60,0.60,0.02,0.13,-0.05,-0.00,0.19,0.21,-0.00,0.03,-0.43,-0.28,0.51,0.57,0.38,0.38,0.43,0.50,0.64,0.61,-0.06,-0.09,0.05,0.05,0.24,0.24,0.51,0.50,-0.02,0.00,0.06,0.02,0.41,0.36
58,ProtSSN_ProtSSN_k30_h512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,-0.01,-0.05,-0.01,0.16,0.17,0.65,0.66,0.31,0.34,0.34,0.35,0.42,0.42,0.41,0.49,0.15,0.17,0.17,0.23,0.20,0.18,0.42,0.38,0.15,0.16,0.24,0.31,-0.09,-0.11,0.40,0.41,0.52,0.52,0.20,0.18,0.52,0.52,0.24,0.24,0.67,0.70,0.02,0.11,0.37,0.49,0.35,0.33,0.59,0.59,0.50,0.49,0.52,0.32,0.18,0.18,-0.36,-0.28,-0.02,-0.02,0.47,0.47,0.03,-0.01,0.68,0.68,0.25,0.24,-0.09,-0.07,0.13,0.15,-0.06,-0.04,-0.35,-0.22,0.50,0.56,0.35,0.34,0.23,0.33,0.62,0.59,-0.10,-0.10,0.11,0.11,0.14,0.15,0.49,0.49,-0.05,-0.01,0.12,0.08,0.38,0.36
59,ProtSSN_ProtSSN_k10_h768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,-0.05,-0.08,-0.08,0.25,0.26,0.50,0.51,0.30,0.32,0.18,0.21,0.36,0.36,0.33,0.39,0.01,0.02,0.24,0.28,0.29,0.27,0.43,0.39,0.09,0.10,0.28,0.33,-0.12,-0.15,0.31,0.35,0.51,0.50,0.19,0.17,0.53,0.53,0.27,0.26,0.64,0.68,0.02,0.11,0.39,0.49,0.33,0.32,0.54,0.55,0.43,0.45,0.54,0.41,0.23,0.22,-0.24,-0.14,0.05,0.05,0.50,0.50,0.01,0.00,0.67,0.67,0.08,0.20,0.02,0.15,0.19,0.21,-0.01,0.02,-0.30,-0.20,0.51,0.57,0.38,0.37,0.44,0.50,0.62,0.59,-0.11,-0.11,0.13,0.13,0.21,0.22,0.45,0.43,-0.02,0.02,0.09,0.08,0.25,0.28
60,ProtSSN_ProtSSN_k20_h768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.02,-0.05,-0.01,0.23,0.24,0.69,0.69,0.35,0.37,0.44,0.45,0.51,0.51,0.33,0.39,0.19,0.21,0.22,0.27,0.35,0.34,0.46,0.42,0.06,0.09,0.31,0.38,-0.13,-0.14,0.38,0.39,0.54,0.53,0.36,0.34,0.52,0.52,0.21,0.21,0.65,0.69,0.01,0.09,0.35,0.43,0.40,0.38,0.62,0.62,0.54,0.51,0.51,0.31,0.30,0.29,-0.32,-0.19,0.02,0.02,0.56,0.56,0.19,0.18,0.55,0.55,0.10,0.10,-0.13,-0.07,0.15,0.17,-0.03,-0.01,-0.28,-0.15,0.55,0.60,0.47,0.46,0.40,0.48,0.64,0.61,-0.01,-0.04,0.04,0.04,0.24,0.24,0.48,0.47,-0.02,0.01,-0.08,-0.09,0.43,0.40
61,ProtSSN_ProtSSN_k30_h768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.01,-0.05,-0.02,0.23,0.24,0.61,0.62,0.32,0.35,0.49,0.50,0.50,0.50,0.47,0.53,0.19,0.21,0.23,0.28,0.26,0.24,0.42,0.36,0.10,0.13,0.28,0.35,-0.09,-0.11,0.52,0.52,0.51,0.51,0.17,0.15,0.53,0.53,0.20,0.20,0.65,0.68,0.03,0.12,0.40,0.46,0.39,0.36,0.65,0.66,0.37,0.37,0.49,0.27,0.31,0.30,-0.32,-0.21,0.01,0.01,0.53,0.53,-0.10,-0.06,0.63,0.63,0.15,0.18,-0.13,-0.10,0.14,0.16,-0.09,-0.07,-0.28,-0.20,0.48,0.54,0.35,0.36,0.34,0.42,0.65,0.62,-0.13,-0.13,0.25,0.25,0.20,0.20,0.50,0.49,-0.04,0.00,0.17,0.18,0.38,0.33
62,ProtSSN_ProtSSN_k10_h1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,-0.31,-0.02,-0.01,0.28,0.29,0.56,0.57,0.38,0.40,0.38,0.40,0.38,0.38,0.29,0.33,0.03,0.02,0.24,0.30,0.23,0.21,0.44,0.40,-0.05,-0.03,0.30,0.35,-0.17,-0.17,0.55,0.56,0.58,0.57,0.20,0.18,0.51,0.51,0.19,0.19,0.63,0.66,-0.00,0.09,0.34,0.47,0.27,0.26,0.46,0.47,0.29,0.31,0.54,0.33,0.26,0.25,-0.32,-0.24,-0.07,-0.07,0.31,0.31,-0.14,-0.18,0.65,0.65,-0.08,0.02,-0.09,-0.07,0.05,0.07,-0.08,-0.07,-0.41,-0.30,0.52,0.57,0.36,0.35,0.21,0.31,0.57,0.54,-0.18,-0.16,-0.03,-0.03,0.19,0.19,0.53,0.52,-0.01,0.05,-0.09,-0.08,0.34,0.30
63,ProtSSN_ProtSSN_k20_h1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.00,-0.01,-0.00,0.29,0.30,0.57,0.58,0.42,0.44,0.31,0.33,0.42,0.42,0.44,0.51,0.27,0.30,0.29,0.34,0.19,0.16,0.46,0.41,0.12,0.14,0.28,0.34,-0.09,-0.10,0.26,0.29,0.56,0.55,0.22,0.20,0.56,0.56,0.15,0.15,0.61,0.65,0.02,0.11,0.36,0.45,0.39,0.39,0.64,0.64,0.44,0.43,0.53,0.24,0.22,0.22,-0.33,-0.20,0.09,0.09,0.53,0.53,0.00,0.03,0.43,0.43,0.20,0.19,0.01,0.00,0.11,0.13,-0.06,-0.03,-0.33,-0.24,0.52,0.57,0.40,0.38,0.32,0.40,0.66,0.64,-0.16,-0.20,0.00,0.00,0.20,0.20,0.54,0.54,-0.00,0.03,0.07,0.06,0.42,0.37
64,ProtSSN_ProtSSN_k30_h1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.02,0.00,0.04,0.21,0.22,0.65,0.66,0.31,0.34,0.30,0.31,0.47,0.47,0.41,0.49,0.26,0.27,0.27,0.32,0.18,0.16,0.45,0.40,0.15,0.17,0.33,0.39,-0.04,-0.06,0.53,0.53,0.50,0.50,0.23,0.21,0.52,0.53,0.22,0.21,0.68,0.71,0.03,0.12,0.35,0.45,0.41,0.39,0.64,0.64,0.47,0.43,0.48,0.29,0.17,0.16,-0.36,-0.26,0.17,0.17,0.70,0.70,0.11,0.18,0.63,0.63,0.29,0.32,-0.05,-0.11,0.22,0.23,0.01,0.03,-0.42,-0.31,0.54,0.60,0.40,0.39,0.27,0.37,0.62,0.58,-0.19,-0.18,0.25,0.25,0.20,0.19,0.54,0.54,-0.06,-0.02,0.27,0.26,0.38,0.34
65,ProtSSN_ProtSSN_ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.02,-0.04,-0.02,0.25,0.26,0.63,0.64,0.35,0.37,0.39,0.41,0.45,0.45,0.43,0.51,0.14,0.16,0.25,0.30,0.24,0.22,0.44,0.39,0.08,0.10,0.30,0.37,-0.10,-0.12,0.47,0.48,0.55,0.54,0.23,0.21,0.53,0.53,0.23,0.23,0.66,0.69,0.02,0.11,0.37,0.48,0.38,0.36,0.64,0.64,0.43,0.43,0.52,0.30,0.25,0.24,-0.33,-0.22,0.04,0.04,0.55,0.55,0.05,0.04,0.64,0.64,0.18,0.21,-0.06,-0.02,0.16,0.18,-0.05,-0.02,-0.36,-0.25,0.53,0.59,0.38,0.38,0.34,0.42,0.64,0.61,-0.14,-0.14,0.12,0.12,0.20,0.21,0.51,0.51,-0.01,0.02,0.07,0.05,0.40,0.37
66,RITA_large_RITA_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52,-0.59,-0.09,-0.08,-0.01,-0.00,0.60,0.61,0.25,0.27,0.27,0.29,0.25,0.25,0.04,0.06,0.64,0.66,0.06,0.05,0.00,-0.02,0.19,0.13,-0.02,-0.03,-0.19,-0.15,-0.18,-0.17,0.30,0.32,0.26,0.26,0.14,0.12,0.35,0.35,0.14,0.14,0.41,0.46,-0.10,0.01,0.19,0.27,-0.03,-0.02,-0.07,-0.05,0.31,0.29,0.48,0.19,0.27,0.27,-0.35,-0.28,-0.14,-0.14,0.20,0.20,-0.45,-0.47,0.44,0.44,0.52,0.50,-0.04,0.00,-0.34,-0.34,-0.19,-0.19,-0.20,-0.08,0.47,0.53,0.12,0.13,0.05,0.07,0.26,0.25,0.25,0.11,-0.64,-0.64,0.13,0.11,0.38,0.39,0.25,0.30,0.09,0.09,0.23,0.24
67,RITA_medium_RITA_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33,-0.39,-0.15,-0.14,0.10,0.10,0.61,0.62,0.01,0.05,0.30,0.32,0.23,0.23,0.08,0.06,0.56,0.57,0.14,0.13,-0.08,-0.10,0.01,-0.03,-0.05,-0.08,-0.12,-0.09,-0.19,-0.19,-0.14,-0.09,0.15,0.15,0.08,0.06,0.41,0.41,0.23,0.22,0.48,0.53,-0.09,0.01,0.26,0.33,-0.07,-0.01,-0.01,0.01,0.20,0.21,0.28,0.09,-0.05,-0.06,-0.31,-0.29,-0.39,-0.39,0.28,0.28,0.00,0.02,0.44,0.44,0.57,0.62,-0.07,-0.09,-0.21,-0.21,-0.18,-0.18,-0.52,-0.48,0.54,0.60,-0.03,-0.03,0.13,0.18,0.23,0.21,0.15,0.03,-0.65,-0.65,0.13,0.11,0.33,0.34,0.02,0.06,0.00,0.01,0.16,0.11
