,AMFR_HUMAN_Tsuboyama_2023_4G3O_all,AMFR_HUMAN_Tsuboyama_2023_4G3O_epistatic,BBC1_YEAST_Tsuboyama_2023_1TG0_all,BBC1_YEAST_Tsuboyama_2023_1TG0_epistatic,BCHB_CHLTE_Tsuboyama_2023_2KRU_all,BCHB_CHLTE_Tsuboyama_2023_2KRU_epistatic,CATR_CHLRE_Tsuboyama_2023_2AMI_all,CATR_CHLRE_Tsuboyama_2023_2AMI_epistatic,CBPA2_HUMAN_Tsuboyama_2023_1O6X_all,CBPA2_HUMAN_Tsuboyama_2023_1O6X_epistatic,CBX4_HUMAN_Tsuboyama_2023_2K28_all,CBX4_HUMAN_Tsuboyama_2023_2K28_epistatic,CSN4_MOUSE_Tsuboyama_2023_1UFM_all,CSN4_MOUSE_Tsuboyama_2023_1UFM_epistatic,CUE1_YEAST_Tsuboyama_2023_2MYX_all,CUE1_YEAST_Tsuboyama_2023_2MYX_epistatic,DNJA1_HUMAN_Tsuboyama_2023_2LO1_all,DNJA1_HUMAN_Tsuboyama_2023_2LO1_epistatic,DOCK1_MOUSE_Tsuboyama_2023_2M0Y_all,DOCK1_MOUSE_Tsuboyama_2023_2M0Y_epistatic,EPHB2_HUMAN_Tsuboyama_2023_1F0M_all,EPHB2_HUMAN_Tsuboyama_2023_1F0M_epistatic,FECA_ECOLI_Tsuboyama_2023_2D1U_all,FECA_ECOLI_Tsuboyama_2023_2D1U_epistatic,HECD1_HUMAN_Tsuboyama_2023_3DKM_all,HECD1_HUMAN_Tsuboyama_2023_3DKM_epistatic,ISDH_STAAW_Tsuboyama_2023_2LHR_all,ISDH_STAAW_Tsuboyama_2023_2LHR_epistatic,MAFG_MOUSE_Tsuboyama_2023_1K1V_all,MAFG_MOUSE_Tsuboyama_2023_1K1V_epistatic,MBD11_ARATH_Tsuboyama_2023_6ACV_all,MBD11_ARATH_Tsuboyama_2023_6ACV_epistatic,MYO3_YEAST_Tsuboyama_2023_2BTT_all,MYO3_YEAST_Tsuboyama_2023_2BTT_epistatic,NKX31_HUMAN_Tsuboyama_2023_2L9R_all,NKX31_HUMAN_Tsuboyama_2023_2L9R_epistatic,NUSA_ECOLI_Tsuboyama_2023_1WCL_all,NUSA_ECOLI_Tsuboyama_2023_1WCL_epistatic,NUSG_MYCTU_Tsuboyama_2023_2MI6_all,NUSG_MYCTU_Tsuboyama_2023_2MI6_epistatic,OBSCN_HUMAN_Tsuboyama_2023_1V1C_all,OBSCN_HUMAN_Tsuboyama_2023_1V1C_epistatic,ODP2_GEOSE_Tsuboyama_2023_1W4G_all,ODP2_GEOSE_Tsuboyama_2023_1W4G_epistatic,PIN1_HUMAN_Tsuboyama_2023_1I6C_all,PIN1_HUMAN_Tsuboyama_2023_1I6C_epistatic,PITX2_HUMAN_Tsuboyama_2023_2L7M_all,PITX2_HUMAN_Tsuboyama_2023_2L7M_epistatic,POLG_PESV_Tsuboyama_2023_2MXD_all,POLG_PESV_Tsuboyama_2023_2MXD_epistatic,PR40A_HUMAN_Tsuboyama_2023_1UZC_all,PR40A_HUMAN_Tsuboyama_2023_1UZC_epistatic,PSAE_PICP2_Tsuboyama_2023_1PSE_all,PSAE_PICP2_Tsuboyama_2023_1PSE_epistatic,RAD_ANTMA_Tsuboyama_2023_2CJJ_all,RAD_ANTMA_Tsuboyama_2023_2CJJ_epistatic,RBP1_HUMAN_Tsuboyama_2023_2KWH_all,RBP1_HUMAN_Tsuboyama_2023_2KWH_epistatic,RCD1_ARATH_Tsuboyama_2023_5OAO_all,RCD1_ARATH_Tsuboyama_2023_5OAO_epistatic,RCRO_LAMBD_Tsuboyama_2023_1ORC_all,RCRO_LAMBD_Tsuboyama_2023_1ORC_epistatic,RD23A_HUMAN_Tsuboyama_2023_1IFY_all,RD23A_HUMAN_Tsuboyama_2023_1IFY_epistatic,RFAH_ECOLI_Tsuboyama_2023_2LCL_all,RFAH_ECOLI_Tsuboyama_2023_2LCL_epistatic,RL20_AQUAE_Tsuboyama_2023_1GYZ_all,RL20_AQUAE_Tsuboyama_2023_1GYZ_epistatic,RPC1_BP434_Tsuboyama_2023_1R69_all,RPC1_BP434_Tsuboyama_2023_1R69_epistatic,SAV1_MOUSE_Tsuboyama_2023_2YSB_all,SAV1_MOUSE_Tsuboyama_2023_2YSB_epistatic,SDA_BACSU_Tsuboyama_2023_1PV0_all,SDA_BACSU_Tsuboyama_2023_1PV0_epistatic,SPA_STAAU_Tsuboyama_2023_1LP1_all,SPA_STAAU_Tsuboyama_2023_1LP1_epistatic,SPG2_STRSG_Tsuboyama_2023_5UBS_all,SPG2_STRSG_Tsuboyama_2023_5UBS_epistatic,SPTN1_CHICK_Tsuboyama_2023_1TUD_all,SPTN1_CHICK_Tsuboyama_2023_1TUD_epistatic,SR43C_ARATH_Tsuboyama_2023_2N88_all,SR43C_ARATH_Tsuboyama_2023_2N88_epistatic,SRBS1_HUMAN_Tsuboyama_2023_2O2W_all,SRBS1_HUMAN_Tsuboyama_2023_2O2W_epistatic,TCRG1_MOUSE_Tsuboyama_2023_1E0L_all,TCRG1_MOUSE_Tsuboyama_2023_1E0L_epistatic,THO1_YEAST_Tsuboyama_2023_2WQG_all,THO1_YEAST_Tsuboyama_2023_2WQG_epistatic,UBE4B_HUMAN_Tsuboyama_2023_3L1X_all,UBE4B_HUMAN_Tsuboyama_2023_3L1X_epistatic,UBR5_HUMAN_Tsuboyama_2023_1I2T_all,UBR5_HUMAN_Tsuboyama_2023_1I2T_epistatic,VILI_CHICK_Tsuboyama_2023_1YU5_all,VILI_CHICK_Tsuboyama_2023_1YU5_epistatic,YAIA_ECOLI_Tsuboyama_2023_2KVT_all,YAIA_ECOLI_Tsuboyama_2023_2KVT_epistatic,YNZC_BACSU_Tsuboyama_2023_2JVD_all,YNZC_BACSU_Tsuboyama_2023_2JVD_epistatic
EVmutation,0.1638665716884828,0.1623873509561252,-0.0462659477926653,-0.0846207227886617,0.6179767600820233,0.6699020831819374,-0.1248471897217387,0.255390840039488,0.4291028958253289,0.3261265397791666,0.2216230376258856,0.3528828961806363,0.3712226593233674,0.4793831628638866,0.3287475957965147,0.1556787169349178,0.5047032413343835,0.4151391465677179,0.2825116811231241,0.3181278485389461,0.2296193461710703,0.364218540080609,0.2860998116706842,0.4434174306673693,0.0523783770903389,0.1233886339447685,0.0807913017215342,-0.1652068861371187,0.2848206706522706,0.4427248931646489,0.5018465385923774,0.3911828431019051,0.148745491967968,0.181923346978097,0.2794540682414698,0.0297712785901762,0.4881801125703565,-0.1283302063789868,0.6853061711090694,0.5548188704163654,0.6121792256598186,0.5473917074341719,0.6000000000000001,0.3999999999999999,0.4072039072039072,0.1746031746031746,0.3988581287202193,0.330727555668503,0.2181726965943832,0.3725956612735422,0.1481673678111696,0.3062951860342091,-0.0246992917549634,0.0300138846915148,0.4813436918700077,0.4251012145748987,0.1165811965811965,0.4557264957264956,-0.3663493840985442,-0.2337625979843225,0.3972327726532827,0.0488334237655995,0.0744079449961803,0.387318563789152,-0.3594762768991444,-0.2804640912626394,0.2859024172571043,0.366441375257126,0.6830145325415534,0.5281847751484586,0.1795484151107251,0.1336300477637863,0.3727934974554888,0.1288713314686574,0.0191003450562482,0.0366207042263322,-0.0304563326957204,0.2376663989820515,0.4446577493663299,0.5350478277997811,0.4222506393861893,0.6550602849835587,0.5381410256410255,0.2608058608058607,0.6067415767881984,0.3776146065894963,-0.0488095586658011,-0.0716102382915609,0.2685718132285241,0.2868684709923764,0.35,0.35,-0.0405320301282212,-0.0324055530785547,0.3515513414511703,0.2775637067601605,0.4098805797040799,0.3363502605343944
GEMME,0.1060683876747198,0.0912671259888515,-0.1407144353741115,-0.0979981850210857,0.7625557512349058,0.7765341172377328,0.5401482176356994,0.2686841024191839,0.4896876534920937,0.54208179702196,0.1987945379246287,0.3422161236246525,0.2745617623918174,0.4391439811172304,0.3017834437987241,0.0994655764572526,0.4936981286478895,0.4202363025261355,0.3542793987469419,0.2591567724382996,0.3016681594267801,0.331614420062696,0.3297117708892705,0.1997176576540513,-0.0673739052281631,0.0521597257266431,0.1280579885231048,-0.0125339776502567,0.3777628748276847,0.33052790699644,0.3946161300700481,0.3217529443076719,0.141928979048445,0.0864360913184724,0.3023746567302339,-0.0236280464941882,0.5463414634146342,0.0397748592870544,0.5253580514764025,0.525405414274475,0.6036208580628606,0.4412307884240388,0.3999999999999999,0.3999999999999999,0.2765567765567765,0.0256410256410256,0.2488126808695334,0.2197880025018377,0.3826316295226606,0.2983424856847169,0.2247575383530241,0.2846210041061037,0.3291135979441318,0.1238888241421555,0.2353649195754459,0.4607725134040923,0.1747008547008547,0.5015384615384615,-0.1368840985442329,-0.0544652855543113,0.2318909386869235,-0.0631172002170374,0.3732620320855614,0.4710466004583651,-0.3936997666580243,-0.1250324086077262,0.5013114789782436,0.5908838606458354,0.4604607442332368,0.6061442511414161,0.0811984368215371,-0.1547980894485453,0.3524843403372629,0.1040676669640708,0.0855342126399247,0.3466700263154644,0.0245740554349977,0.3462123413414125,0.5212933935497637,0.6630779535923187,0.3809280233832663,0.5724515893313847,0.4215249716962488,0.2089996451561511,0.5959955506117909,0.4174919560529589,-0.0437553144252596,-0.0393217893217893,0.3262901721298318,0.364556582187152,0.15,0.1166666666666666,0.0825906239766229,0.0220571379629839,0.425089391965575,0.2666324667342576,0.3722143943276871,0.3302576099333011
Linear_regression,0.6250642124075517,0.5045947313000608,0.6244969186896439,0.6011850744675172,0.9065618591934383,0.7757347915242653,0.8680519480519481,0.7769289533995416,0.8133287429310994,0.7421979100918716,0.5518904169698101,0.4441436477324453,0.7822929976396538,0.7691644374508261,0.6650018456746762,0.5002134016218522,0.6987482993197278,0.7134199134199134,0.6823497512902865,0.5490882290964038,0.5410058217644425,0.6889565606806987,0.7730518635935615,0.7445474999201348,0.6523032914128721,0.5319685084781629,0.8030504379341588,0.4291754756871036,0.6732773109243698,0.5349024355504914,0.6949447734380199,0.7635238538824939,0.7793765896168345,0.669004892965444,0.608240569928759,0.2983877015373078,0.8875422138836775,0.7795497185741089,0.6051948051948053,0.5675324675324676,0.887338807235626,0.7122973006531077,0.96,1.0,0.5661782661782662,0.3730158730158729,0.6719533481662693,0.6192135688084263,0.8134928102986558,0.7857597038181589,0.4953915913041287,0.1216263193692218,0.5536585365853659,0.4833020637898687,0.2565569530308612,0.5831053725790568,0.8618803418803418,0.7347008547008547,0.115349378121172,0.1302071668533034,0.8943000542593598,0.6796256104177971,0.7576165011459127,0.7784568372803666,0.7301400051853772,0.4937127301011149,0.7873466766796182,0.6895549678388351,0.3369721189162918,0.5994897197935005,0.444051237516283,0.3571428571428571,0.6894031839539939,0.5168856671065801,0.5885974244120941,0.1635778275475923,0.7955051414736547,0.745933014354067,0.8793344727882456,0.8333062335987693,0.7773328461819512,0.7974424552429669,0.8121520146520146,0.7042582417582417,0.6895216907675195,0.6378197997775306,0.3086580086580087,0.4164502164502165,0.6376482026021255,0.6474129623112083,0.9033333333333332,0.8499999999999999,0.6859188524408407,0.6568405672972769,0.7265938810605329,0.5192735503430272,0.4311658490762969,0.3525101763907735
MIF,-0.010104612673911,-0.0217572013130738,0.528121496823787,0.2441520311749319,0.7125768967874231,0.7230348598769651,0.46707410236822,0.3310924369747899,0.3132120702076519,0.3654533978539869,-0.0863325091195202,0.1217470138536009,0.4979952793076317,0.6897183320220298,0.2509644111756787,0.0763157030762664,0.3869882498453927,0.388930117501546,-0.0481685693440395,-0.1223380429936963,0.4173914017017465,0.462642185400806,0.346332825746662,0.2830705900428837,0.1507217781968735,0.0651502150702741,0.4590758079130172,0.0927212322561159,0.1679675259934482,0.2083463894032189,0.4815356976512078,0.3641210326701711,0.3042472749115958,0.1760719822132135,0.2749786276715411,0.1160284964379452,0.4947467166979363,-0.0409005628517823,0.7051948051948052,0.4467532467532467,0.5485640318855695,0.4145580790611707,0.7999999999999999,0.7999999999999999,0.1282051282051282,0.1855921855921856,0.1324461337056547,0.0702689239498338,0.3737069171307167,0.3286881670493361,0.4619643801798624,0.3048038894626798,0.300562851782364,-0.097748592870544,0.3211511106247948,0.4504869241711347,0.2793162393162393,0.6294017094017094,-0.333580627099664,-0.19510078387458,0.0941671188279978,0.2103771025501899,-0.013903743315508,0.4588235294117646,-0.2265361680062224,-0.2655561317085818,0.2744310575635877,0.4283040019155211,0.1728686103070633,0.2937841305839873,0.1584889274858879,0.0979157620495006,0.2895332453506238,0.1270075040325408,0.2417133258678611,0.3212066069428891,0.0172248803827751,-0.0961038961038961,0.2903441996199438,0.2153333125961451,-0.1772013153087322,0.1439532334673,0.5565018315018315,0.4520146520146519,0.5688542825361512,0.4958843159065628,0.0174603174603174,0.2370851370851371,0.3432839071448919,0.3528328642936074,0.6166666666666666,0.5166666666666667,0.5344131798372673,0.4624077386200468,0.5473658558748332,0.2616920477966535,0.2851268134850225,0.337772675086108
MIFST,-0.2992646770805229,-0.2096280951622028,0.3311802701115678,0.0709870282389366,0.729665071770335,0.6572795625427204,0.0664629488158899,-0.0753246753246753,0.2790390757990169,0.3816090634941886,0.0608520714834209,0.2305892603385035,0.3891927616050353,0.61547128245476,0.2909731113956466,0.1571990216356413,0.4103277674706246,0.2824366110080396,-0.1265874322697329,-0.0540359667969473,0.1920846394984326,0.4633072100313479,0.3518731773657925,0.3448237568817039,-0.0319203112217501,0.0076103316787119,0.3897614013893083,0.008607671398369,-0.1873878364905284,-0.0416749750747756,0.5581958214119369,0.4501630181648813,0.3478473775584247,0.2836117141320796,0.2952260967379078,-0.0050543682039745,0.4658536585365854,-0.1375234521575985,0.7948051948051948,0.2909090909090909,0.4649242770936877,0.3381398488025173,0.7999999999999999,0.3999999999999999,0.1562881562881563,-0.0799755799755799,-0.2165920640047303,-0.2715158903163686,0.3721894409263928,0.4653823367288921,0.5506259918885558,0.4188578482001159,0.3225140712945591,0.0219512195121951,0.3563847248057774,0.4194113141481562,0.2929914529914529,0.6321367521367521,-0.2481942889137738,-0.0939109742441209,0.493529571351058,0.3231009224091156,-0.1563025210084033,0.1611917494270435,-0.1262639357013222,-0.2071558205859476,0.4664402868928288,0.4887299877014834,0.1733609859449136,0.2527826683775476,0.1455709943551889,-0.0892314372557533,0.2296029939623459,0.0969913738691352,0.2569428891377379,0.2409014557670772,-0.0336295283663704,-0.0270676691729323,0.2551670946068228,0.1260257838657134,0.3511143587869931,0.5137011326269638,0.5044413919413919,0.2641025641025641,0.4402669632925473,0.4367074527252502,-0.0174603174603174,-0.049062049062049,0.2295617113323962,0.294930703908406,0.7166666666666667,0.4666666666666666,0.2305312744036073,0.2387737108597626,0.3904852772924591,0.1257227116711894,0.4518317503392131,0.4626865671641791
MLP,0.6135793591631117,0.5042470863446676,0.6258090697659319,0.6014519831313724,0.905892002734108,0.774395078605605,0.8528953399541634,0.7764400305576776,0.813303240696466,0.7414404937232624,0.5455752831685116,0.443969390186854,0.6153148775789802,0.632068134374902,0.6496259765216106,0.5007157162086739,0.6930439084724798,0.71178231292517,0.6754109346427221,0.5500492920684773,0.5411267353336319,0.6894805194805195,0.7718957221244402,0.7480396556523908,0.6454933752191163,0.53182256814882,0.8074901842343702,0.4294774992449411,0.6734339837629968,0.5345947870673694,0.6892341473151908,0.7640395235877305,0.7790956961587365,0.6691765693225382,0.6057484814398201,0.2976185976752906,0.0,0.0,0.0,0.5207405894640885,0.8874735262502526,0.7121061752571102,0.92,1.0,0.5671550671550671,0.3704517704517704,0.6522884145128816,0.619539383826899,0.8136441130386849,0.7859238972391371,0.4713917928306925,0.1212293120386931,0.5534709193245779,0.4834896810506567,0.1636487233368026,0.5806981070138965,0.8579145299145299,0.7407179487179485,0.0976206317259897,0.1299468085106382,0.8939202387411829,0.6786787845903419,0.7536867992134468,0.7655119924176225,0.7264972776769512,0.479167746953591,0.7855095177457799,0.6885797934284564,0.1587123795111949,0.5989346781653785,0.4456795484151106,0.3557750759878419,0.688502955071438,0.5159267830843677,0.5902855543113101,0.1627099664053751,0.5862291587606119,0.6068252964771739,0.8749170269769703,0.8332984571531987,0.7782097186700769,0.7980051150895142,0.7819871794871794,0.704065934065934,0.6881868743047831,0.6378197997775306,0.3036652236652237,0.4150072150072151,0.6263708035567456,0.6470258259864089,0.89,0.8399999999999999,0.67112273740322,0.648833916920674,0.7195349084910073,0.5181376983094392,0.4183822148001253,0.3515332428765265
MSA_Transformer_ensemble,-0.1513184550302186,-0.0761070511329802,-0.0007633587786259,0.5069022580472962,0.5110047846889952,0.4572112098427888,0.6919786096256685,0.5593582887700533,0.3120134651798864,0.3888006936607819,0.0765037278757854,0.2328506996150446,0.1801101494885916,0.3450511408339889,0.3349995075347188,0.2139433336616435,0.5847619047619047,0.3374025974025973,0.2765507411811671,0.1531437327067434,0.2250626959247649,0.3928504254366323,0.3377104443690586,0.2507929457115518,0.110845444629727,0.1116133199517777,0.1585623678646934,-0.0117789187556629,0.2226748326449223,0.2243911123771542,0.4380530973451328,0.3731452525118106,0.3493315462590378,0.3772920002438737,0.2678155230596176,-0.0855043119610048,0.4712945590994372,-0.1639774859287054,0.6454545454545455,0.2688311688311688,0.6204703428964027,0.5087324942145027,0.7999999999999999,0.3999999999999999,0.2985347985347985,0.0347985347985347,0.3381540726371071,0.1896348705092859,0.3278575427844739,0.3952670150478083,0.2354787515429377,0.1840693251379197,-0.0337711069418386,0.0015009380863039,0.1863442389758179,0.4944742313163366,-0.2314529914529914,0.3599999999999999,-0.3303751399776036,-0.2011758118701007,0.0163863266413456,-0.0279435702658708,0.3258976317799847,0.5489686783804429,-0.4692766398755509,-0.3378273269380347,0.5175063397220319,0.6416887060436869,-0.3378592104085225,-0.1789114022261347,0.0925966131133304,0.0909683022145028,-0.1628508948096577,-0.2792303425587666,0.1039473684210526,0.0675391937290033,-0.1408749145591251,0.2813397129186603,0.4737311668627272,0.6673752658130485,-0.0062477164778955,0.0495798319327731,0.4700091575091574,0.1871336996336996,0.6720800889877642,0.3446051167964405,-0.1935064935064935,-0.1154401154401154,0.1475667995898268,0.2144911138847535,0.45,0.1666666666666666,0.0440788976496964,-0.0161372395898934,0.2182430227707354,0.1132952513124253,0.3008245485857426,0.1642208537730926
MULAN_small,0.0278885639697757,0.0741780831061527,0.4533230128649976,0.4849196604921796,0.651742993848257,0.7017088174982913,0.6366692131398013,0.5990832696715049,0.4786195640392988,0.4390911003576688,0.0123928385444577,0.1886772944435548,0.492708103855232,0.6793453973249409,0.0056264158376834,0.2465158081355264,0.3786270871985158,0.3124427952999381,-0.0609723297305825,-0.2096040645043102,0.5768674429019257,0.6935042543663233,0.2779835675787507,0.4720388706931828,0.253852596860837,0.0318949283406299,0.5739957716701903,0.0587435819993959,-0.2482552342971087,-0.0936903574989318,0.0322044048173531,0.1494776764921152,0.2627222848564444,0.224788934332016,0.2221252343457068,-0.0757735283089613,0.4825515947467167,0.3088180112570357,0.6792207792207793,0.5428571428571428,0.6379502606873537,0.5356767405862243,0.7999999999999999,0.3999999999999999,0.0537240537240537,0.2203907203907203,0.3918082531029881,0.1988828331529437,0.3386930932859951,0.4448771479042878,0.3655943774088722,0.3453308814268081,0.0472795497185741,0.0699812382739212,0.1252872305503884,0.270379691432323,0.4208547008547008,0.6218803418803419,-0.1289473684210526,-0.1288353863381859,-0.2368827997829625,-0.1045306565382528,0.1147440794499618,0.6216959511077158,-0.2045631319678506,-0.1151801918589577,0.6777135642842371,0.7088407831869483,0.4229059114917489,0.4102235086986362,0.0515631784628745,0.1864958749457229,0.3539391389170475,0.4459512014740291,0.2832306830907055,0.1724804031354983,0.1411483253588517,-0.117634996582365,0.0592324789611799,0.0472878585648357,0.2441724515893314,0.4096090610157107,0.5258699633699634,0.4221153846153845,0.3557285873192435,0.5942157953281423,0.2892496392496393,0.2558441558441559,0.2788373121586455,0.2826482282551677,0.4166666666666666,0.6833333333333333,0.332947074086203,0.4142227372345517,0.1815785452007153,0.2918338434341557,0.0965869950944578,0.3183175033921303
PoET,-0.114253173977017,-0.0037146039283989,-0.1418993220519938,0.2307211872097368,0.553315105946685,0.5935748462064252,0.6446142093200917,0.6363636363636364,0.3265114855689229,0.4127982964507264,0.32286695272476,0.2986114876323796,0.2710055074744295,0.5550841856805665,0.4090868052135657,0.3496216225089463,0.5927149041434756,0.4651453308596165,0.3521063226210884,0.3238391378810815,0.3592521271831617,0.4774361845051501,0.3719383168101448,0.2746763944815542,0.0495949120964494,0.0998394619105478,0.0152521896707943,-0.0110238598610691,0.1828229596923515,0.2185372454066372,0.4500964801383991,0.4172849158293965,0.4387381711273561,0.4344340012253965,0.301363329583802,-0.0104656917885264,0.4363977485928706,-0.173921200750469,0.6753246753246753,0.4519480519480519,0.5936050299828888,0.5508029927310266,0.7999999999999999,0.3999999999999999,0.4993894993894994,0.1959706959706959,0.3734044632000138,0.1522684035367838,0.3893023187302875,0.423205721378999,0.3911882510013352,0.3649897977177116,0.1024390243902439,0.0547842401500938,0.3784877995404311,0.4859393806762227,0.2047863247863247,0.1753846153846153,-0.2604283314669652,-0.1532754759238521,0.4989555073250135,0.2630765056972327,0.2323911382734912,0.574637127578304,-0.3519574799066632,-0.207674358309567,0.3703812540133434,0.5238406199323037,0.4202649876160066,0.4701590522514994,0.2953755970473296,0.4003473729917499,0.034893432537026,-0.0040357286307212,0.0738661814109742,0.2553611422172452,-0.071701982228298,0.2143540669856459,0.5076788865261063,0.5822373258076192,0.3711362805991962,0.4457800511508952,0.3892399267399267,0.1076923076923076,0.5995550611790879,0.3931034482758621,0.1365079365079365,0.0413419913419913,0.2109583123335013,0.2511494640962126,0.2833333333333333,0.5666666666666667,0.2148424314179912,0.1511398846260422,0.1862640380985423,0.1455567533631546,0.171109487527398,0.4271579167101556
ProSST-1024,0.3742222693952839,0.3656126728672506,0.1752735813804516,0.2119308172743287,0.3578947368421052,0.6269993164730008,0.7032849503437738,0.5144385026737968,0.7540181958444109,0.6547762497688858,0.2398216318929135,0.3147687683068143,0.393831628638867,0.7845538945712036,0.2872549985226041,0.4875283167536688,0.6066048237476808,0.5093506493506493,0.3809186220246068,0.2601514658963479,0.4814442454097627,0.5609314823107927,0.4786227921120727,0.3383463221770751,-0.0219327518552706,-0.0130553913606428,0.6760797342192691,-0.0170643310178193,0.5384346959122632,0.3679105540521293,0.5206517399693925,0.562870117772307,0.53825149822392,0.5662171370230221,0.2711631046119235,0.0606014248218972,0.5799249530956848,0.1354596622889305,0.7090909090909091,0.6051948051948052,0.6403132387077853,0.5163105496488496,0.7999999999999999,0.7999999999999999,0.4816849816849816,0.3748473748473748,0.5264636110793306,0.3640755024162757,0.7658835324806096,0.737081432645107,0.5985893140539588,0.341854548202635,0.2273921200750469,0.0682926829268292,0.1940037203195098,0.452456505088084,0.4905982905982905,0.6369230769230768,-0.1758538633818589,-0.1233482642777155,0.4206185567010309,0.405615843733044,0.4805194805194805,0.761344537815126,-0.0712341197822141,-0.2022297122115633,0.6471958293880128,0.684613793929104,0.4246963683566589,0.501313001700934,0.5217108119843682,0.3067737733391228,0.5407302564887247,0.4815650721394461,0.0243840985442329,0.0488661814109742,0.5656185919343815,0.5816131237183868,0.6532963645823907,0.7853877759931227,0.4700401899890392,0.4324808184143223,0.5714743589743589,0.3867673992673992,0.6525027808676307,0.4883203559510568,0.2275613275613276,0.0994949494949495,0.2713431559628268,0.3269721469557436,0.2333333333333333,0.3999999999999999,0.8469909564954531,0.7413104264805904,0.5493319124856986,0.3310236298526696,0.3234526667362488,0.3738023170858991
Progen2_xlarge,-0.4524285400906106,-0.114479406898368,-0.246506165590135,-0.0954839054075695,0.5863978127136023,0.5449077238550923,0.5706646294881589,0.5315508021390374,0.4900828185069716,0.5413805634718741,0.1228427432828255,0.1247164532158839,0.1438804091266719,0.3835027537372147,0.3268286877441806,0.2125521192422601,0.5903525046382189,0.2469140383426097,0.0487313778165572,0.0249054661780168,0.1277317510076131,0.3607277205553068,0.1895722124440374,0.0650040541013357,-0.1063430050024564,-0.0445066804678168,0.0721836303231652,-0.0675022651766837,-0.3845392394245834,-0.1274177467597208,0.4567835517998537,0.4816188701843104,0.1418179133208998,0.0893758283209297,0.1725894263217098,-0.0742377202849643,0.3866791744840526,-0.1797373358348968,0.5987012987012986,-0.0532467532467532,0.2766036795408023,0.3473670813777347,0.3999999999999999,0.7999999999999999,0.4249084249084248,0.1947496947496947,0.1434699805705711,-0.0215262682030663,0.1445876501200091,0.2249371260546142,0.2675920094717485,0.3562536211804419,0.0651031894934334,-0.1005628517823639,0.3051756209650946,0.4003720319509793,-0.3764102564102564,0.4981196581196581,-0.3029535274356103,-0.1817469204927211,0.5491725447639718,0.2787574606619642,0.1168831168831168,0.2626432391138273,-0.607726212081929,-0.3679025149079595,0.356515492865772,0.5598872454588,0.2211811047118856,0.3025275282742979,0.2228614850195397,-0.0258358662613981,-0.6124042869256417,-0.1753214875453461,0.2308510638297872,0.0743141097424412,0.12365003417635,0.3297334244702666,0.4678571226585828,0.4223783481132928,0.3259042747533797,0.4199853854585312,0.2777472527472527,-0.0452380952380952,0.3236929922135706,0.0487208008898776,0.2481962481962482,0.2329004329004329,0.0401877083119981,0.1812324780904858,0.1666666666666666,-0.2333333333333333,0.292782829936771,0.1650351411945486,0.1233816173706884,0.0732620431293342,0.2194551716939776,0.2802421459137877
Progen3_3b,-0.4545328688471499,-0.3439367980557377,-0.178615277851919,0.4039929536112742,0.3437457279562543,0.4298017771701982,0.4533231474407944,0.5385790679908327,0.190584574973382,0.2311968836269278,0.2071073625704374,0.1289587796423811,0.3595153422501966,0.4511785995279307,-0.053017991398273,0.2670949751049691,0.5934941249226964,0.3010884353741496,0.0717906416016586,-0.055050928078054,-0.0153739364084191,0.1844469323779669,0.317700069520612,0.1179157811789296,-0.0302859644883996,0.1565834106726986,0.1197523406825732,0.0025672002416188,-0.403425437971799,-0.0693490955704315,0.1449780424512609,0.2805742231685408,0.1560454809408726,0.1803976818195312,0.3436160479940007,0.0056482939632545,0.3540337711069418,-0.2690431519699813,0.3012987012987013,-0.0493506493506493,0.6334744084129467,0.526231573554438,0.7999999999999999,0.7999999999999999,0.3107448107448107,0.2289377289377289,0.1658366044769697,-0.0147041998548108,0.1569510935377323,0.3211012200573787,0.4742071189258634,0.2634607149154848,0.0016885553470919,-0.0347091932457786,0.3290294342925922,0.4299157457052193,0.2724786324786324,0.604102564102564,-0.3297592385218365,-0.219036954087346,0.7278486163863267,0.4573250135648399,0.2889228418640183,0.4044308632543927,-0.5537982888255121,-0.4025149079595541,0.3598023530436107,0.5704443791425866,0.380158753842022,0.4750828086300019,0.168693009118541,0.0454841511072514,-0.553430369336113,-0.1119484344815714,-0.3189669652855543,0.0485162374020156,0.0138755980861244,-0.1390977443609022,0.4429194756130666,0.502898493349018,0.2074899525027402,0.2815856777493606,0.426510989010989,0.1637362637362637,0.4629588431590656,0.2912124582869855,0.0942279942279942,0.2873737373737374,0.1111223458038422,0.2424281872825762,0.0833333333333333,0.2166666666666666,0.5133435776003225,0.3321812731440663,0.118204610320145,-0.1287667951212057,0.2864210416449222,0.2448804926416867
